shapeid;file_name;parcel;bldg_no;sc_lev;z_dem;z_top_tun;overburden;depth_fond;z_fondatio;overburde2;d_min_rang;angle_bldg;stories_un;stories_ov;nb_de_nive;lift_no;footprint;height_ove;comments;pk_min;pk_max;d_min;d_max
142;94081CI0273_01_SEN_ind01.pdf;94081CI0273;1;1;35;16;19;2;33;17;0m < D <= 10m;<30;1;1;0;0;8 X 8;5;Prsence de sablire;2150179.284;2150189.467;7.095981465;17.43882793
143;94081DJ0088_01_SEN_ind01.pdf;94081DJ0088;1;1;35;17;18;0;35;18;10m < D <= 20m;<30;0;0;0;0;86 X 16;6;NULL;2151280.364;2151292.6;5.268299744;68.012063
144;94081CM0065_01_SEN_ind01.pdf;94081CM0065;1;1;35;17;18;3;32;15;40m < D <= 50m;entre 30 et 60;1;0;1;0;12 X 7;6;Prsence de sablire;2150270.687;2150278.442;-30.06242231;3.246692704
145;94081CL0036_01_SEN_ind01.pdf;94081CL0036;1;1;35;18;17;2;33;15;40m < D <= 50m;entre 60 et 90;1;2;1;0;12 X 11;10;NULL;2150531.834;2150547.881;11.6094234;26.3745822
146;94081CL0153_01_SEN_ind01.pdf;94081CL0153;1;1;35;19;16;2;33;14;D > 50m;entre 60 et 90;1;0;1;0;13 X 9;4;/;2150537.838;2150549.775;-33.63686781;-19.26497929
147;94081CL0140_02_SEN_ind01.pdf;94081CL0140;2;2;35;16;19;0;35;19;Au dessus de l'axe;entre 30 et 60;0;1 partiel);1;0;55 X 11;7;NULL;2150008.197;2150848.216;21.93507868;245.4544695
148;94081CL0072_01_SEN_ind01.pdf;94081CL0072;1;1;35;18;17;2;33;15;D > 50m;entre 60 et 90;1;1;0;0;13 X 10;6;/;2150442.472;2150457.46;-14.98092178;2.420293978
149;94081DJ0139_01_SEN_ind01.pdf;94081DJ0139;1;2;35;29;6;0;35;6;20m < D <= 30m;<30;1;2;0;Non dtermin;60 X 40;10;/;2151501.187;2151568.004;40.64594073;89.00724432
150;94081CK0054_01_SEN_ind01.pdf;94081CK0054;1;1;35;20;15;2;33;13;D > 50m;entre 60 et 90;1;1;1;0;11 X 9;7;Prsence de sablire;2150748.603;2150763.493;6.4378095;18.52719616
151;94081CI0110_01_SEN_ind01.pdf;94081CI0110;1;1;35;15;20;2;33;18;20m < D <= 30m;entre 60 et 90;1;0;1;0;10 X 10;5;NULL;2150159.007;2150171.909;-38.27011038;-24.73436792
152;94081CK0091_01_SEN_ind01.pdf;94081CK0091;1;1;35;20;15;2;33;13;D > 50m;<30;1;0;0;0;12 X 10;4;Sous-sol semi-enterr;2150671.971;2150681.927;-4.983007826;6.07197291
153;94081CI0021_01_SEN_ind01.pdf;94081CI0021;1;1;35;15;20;0;35;20;30m < D <= 40m;<30;0;0;0;0;5 X 4;3;Prsence de sablire;2150194.111;2150204.298;-20.49504238;-12.05548572
154;94081CK0105_01_SEN_ind01.pdf;94081CK0105;1;1;35;19;16;2;33;14;D > 50m;entre 30 et 60;1;1;1;0;10 X 7;6;/;2150634.524;2150647.361;9.424170351;24.73249617
155;94081CK0048_01_SEN_ind01.pdf;94081CK0048;1;1;35;20;15;2;33;13;D > 50m;entre 60 et 90;1;0;1;0;8 X 8;4;Prsence de sablire;2150698.989;2150711.405;-35.01292456;-24.15266242
156;94081CL0073_01_SEN_ind01.pdf;94081CL0073;1;1;35;18;17;2;33;15;D > 50m;entre 60 et 90;1;0;1;0;9 X 8;3;/;2150450.813;2150463.298;-16.06857154;-3.655798134
157;94081CJ0055_01_SEN_ind01.pdf;94081CJ0055;1;1;35;21;14;2;33;12;D > 50m;entre 30 et 60;1;1;1;0;12 X 8;6;Prsence de sablire;2150903.768;2150917.994;-61.68077208;-47.59811996
158;94081CJ0076_01_SEN_ind01.pdf;94081CJ0076;1;1;35;21;14;2;33;12;D > 50m;entre 30 et 60;1;1;1;0;8 X 5;6;Prsence de sablire;2150891.409;2150900.263;18.28701077;29.4505752
159;94081CL0063_01_SEN_ind01.pdf;94081CL0063;1;1;35;18;17;2;33;15;40m < D <= 50m;entre 60 et 90;1;0;1;0;9 X 8;5;/;2150456.249;2150470.338;15.81777012;30.1553843
160;94081CL0102_01_SEN_ind01.pdf;94081CL0102;1;1;35;18;17;2;33;15;D > 50m;entre 60 et 90;1;0;1;0;10 X 9;6;/;2150389.085;2150401.23;-14.64963171;-2.370852014
161;94081CL0108_01_SEN_ind01.pdf;94081CL0108;1;1;35;17;18;2;33;16;30m < D <= 40m;entre 60 et 90;1;1;1;0;10 X 8;7;Btiment en L;2150318.045;2150328.12;13.71631363;23.26270895
162;94081CL0165_01_SEN_ind01.pdf;94081CL0165;1;1;35;19;16;2;33;14;D > 50m;entre 60 et 90;1;1;1;0;10 X 8;6;/;2150576.742;2150587.853;-16.42900519;-6.499213623
163;94081DJ0088_03_SEN_ind01.pdf;94081DJ0088;3;1;35;17;18;2;33;16;10m < D <= 20m;<30;1;0;0;0;13 X 5;4;NULL;2151300.067;2151313.881;99.43691522;108.1573679
164;94081CJ0049_01_SEN_ind01.pdf;94081CJ0049;1;1;35;21;14;2;33;12;D > 50m;entre 30 et 60;1;0;0;NULL;10 X 8;9;Prsence de sablire;2150843.854;2150857.789;-12.58369593;0.318723134
165;94081CI0175_01_SEN_ind01.pdf;94081CI0175;1;1;35;25;10;0;NULL;non dtermin;10m < D <= 20m;entre 60 et 90;?;1;1;0;8 X 8;5;/;2151312.387;2151321.379;130.9121146;141.9677984
166;94081CL0104_01_SEN_ind01.pdf;94081CL0104;1;2;35;17;18;2;33;16;40m < D <= 50m;entre 60 et 90;1;0;1;0;10 X 8;5;/;2150368.805;2150381.647;-9.049748711;2.82613556
167;94081CL0003_01_SEN_ind01.pdf;94081CL0003;1;1;36;19;17;2;34;15;D > 50m;entre 60 et 90;1;0;1;0;9 X 8;6;/;2150574.012;2150583.176;-38.5124101;-27.37918746
168;94081CJ0071_01_SEN_ind01.pdf;94081CJ0071;1;1;35;21;14;2;33;12;D > 50m;entre 30 et 60;1;1;1;0;8 X 5;6;Prsence de sablire;2150904.411;2150913.966;-20.0038965;-10.52252484
169;94081CL0164_01_SEN_ind01.pdf;94081CL0164;1;1;35;19;16;2;33;14;D > 50m;entre 60 et 90;1;0;1;0;6 X 5;3;Bti en L;2150561.593;2150574.566;-23.44517612;-11.24806757
170;94081CI0191_04_SEN_ind01.pdf;94081CI0191;4;1;35;17;18;0;35;18;Au dessus de l'axe;entre 60 et 90;0;0;0;0;60 X 11;5;NULL;2150916.369;2151262.593;275.3882652;301.9549879
171;94081CL0106_01_SEN_ind01.pdf;94081CL0106;1;1;35;17;18;2;33;16;40m < D <= 50m;entre 60 et 90;1;2;1;0;10 X 9;8;/;2150353.19;2150368.138;-5.748324018;13.76563556
172;94081CJ0069_01_SEN_ind01.pdf;94081CJ0069;1;1;35;21;14;2;33;12;D > 50m;entre 30 et 60;1;0;1;0;9 X 7;6;Prsence de sablire;2150917.494;2150929.223;-34.01181289;-22.1330662
173;94081CL0059_01_SEN_ind01.pdf;94081CL0059;1;1;35;18;17;2;33;15;D > 50m;entre 60 et 90;1;0;0;0;11 X 5;3;/;2150502.604;2150510.904;-19.96152807;-8.61037791
174;94081CK0204_01_SEN_ind01.pdf;94081CK0204;1;1;35;20;15;2;33;13;D > 50m;entre 60 et 90;1;1;1;NULL;11 X 9;7;Prsence de sablire;2150760.023;2150773.56;9.79731439;23.18700444
175;94081CL0101_01_SEN_ind01.pdf;94081CL0101;1;1;35;18;17;0;35;17;D > 50m;entre 60 et 90;0;0;0;0;11 X 9;3;/;2150394.15;2150413.012;-29.44107316;-13.51773578
176;94081DJ0120_01_SEN_ind01.pdf;94081DJ0120;1;1;35;28;7;0;35;7;Au dessus de l'axe;entre 60 et 90;0;1;1;0;61 X 33;7;Accs ferm;2151452.553;2151487.419;-1.022803327;61.13510514
177;94081CI0277_01_SEN_ind01.pdf;94081CI0277;1;1;35;15;20;2;33;18;40m < D <= 50m;<30;1;1;0;0;8 X 8;5;Prsence de sablire;2150136.603;2150157.026;-5.165857976;15.59826219
178;94081CI0178_01_SEN_ind01.pdf;94081CI0178;1;2;35;25;10;3;32;7;0m < D <= 10m;<30;1;1;0;0;10 X 10;6;/;2151301.382;2151312.674;131.1218786;140.9990258
179;94081CJ0077_01_SEN_ind01.pdf;94081CJ0077;1;1;35;21;14;0;35;14;D > 50m;entre 30 et 60;0;0;1;0;9 X 4;6;Prsence de sablire;2150908.122;2150917.387;19.41800102;26.92773237
180;94081CI0097_01_SEN_ind01.pdf;94081CI0097;1;1;35;25;10;3;32;7;40m < D <= 50m;entre 60 et 90;1;0;1;0;8 X 7;4;/;2151306.149;2151323.364;168.6043504;176.9281693
181;94081CM0098_02_SEN_ind01.pdf;94081CM0098;2;2;35;17;18;2;33;16;40m < D <= 50m;<30;1;1;1;0;28 X 5;6;/;2150263.766;2150267.69;-36.00792615;-5.767267549
182;94081CK0049_02_SEN_ind01.pdf;94081CK0049;2;1;35;20;15;2;33;13;D > 50m;entre 60 et 90;1;1;1;0;11 X 10;7;5;2150705.581;2150715.656;-31.29750447;-19.8493742
183;94081CL0006_01_SEN_ind01.pdf;94081CL0006;1;1;35;19;16;0;35;16;D > 50m;entre 60 et 90;0;0;0;0;11 X 10;3;/;2150557.904;2150567.925;-15.06245782;-1.704512328
184;94081DJ0088_02_SEN_ind01.pdf;94081DJ0088;2;1;35;17;18;0;35;18;30m < D <= 40m;<30;0;0;0;0;75 X 15;6;NULL;2151300.611;2151315.904;3.311122131;73.21110689
185;94081CL0161_01_SEN_ind01.pdf;94081CL0161;1;1;35;18;17;0;35;17;D > 50m;entre 60 et 90;0;0;1;/;18 X 11;4;btiment dsaffect;2150482.332;2150504.08;-3.688522819;16.33677879
186;94081CK0211_01_SEN_ind01.pdf;94081CK0211;1;1;35;20;15;2;33;13;D > 50m;entre 60 et 90;1;1;1;0;12 X 10;7;NULL;2150711.613;2150725.768;-30.47500217;-7.618490468
187;94081CK0069_01_SEN_ind01.pdf;94081CK0069;1;1;35;20;15;2;33;13;D > 50m;entre 60 et 90;1;1;1;0;7 X 5;7;5;2150683.473;2150694.995;-26.50801308;-14.43571879
188;94081CI0011_01_SEN_ind01.pdf;94081CI0011;1;1;35;15;20;0;NULL;non dtermin;Au dessus de l'axe;entre 60 et 90;Non dtermin;1;0;0;9 X 8;6;NULL;2150138.019;2150149.701;-50.55556255;-38.32699254
189;94081CI0016_01_SEN_ind01.pdf;94081CI0016;1;1;35;13;22;0;NULL;non dtermin;20m < D <= 30m;entre 60 et 90;Non dtermin;1;0;0;13 X 5;5;NULL;2150182.967;2150193.83;-68.31514449;-54.10302003
190;94081CK0022_01_SEN_ind01.pdf;94081CK0022;1;1;35;20;15;2;33;13;D > 50m;<30;1;0;1;0;11 X 9;5;Prsence de sablire;2150766.276;2150778.845;-33.62241159;-21.04374752
191;94081CL0169_01_SEN_ind01.pdf;94081CL0169;1;1;35;17;18;2;33;16;D > 50m;entre 60 et 90;1;0;1;0;8 X 8;5;/;2150375.099;2150388.467;-15.3303597;0.5892339
192;94081CJ0100_01_SEN_ind01.pdf;94081CJ0100;1;2;35;20;15;3;32;12;D > 50m;entre 30 et 60;1;4;1;?;27 X 10;15;Prsence de sablire;2150806.186;2150847.157;-68.27488312;-17.44098589
193;94081CM0018_01_SEN_ind01.pdf;94081CM0018;1;1;35;16;19;3;32;16;30m < D <= 40m;entre 60 et 90;1;1;1;0;10 X 6;5;Prsence de sablire;2150253.527;2150263.692;-4.256994581;4.388993836
194;94081CK0109_01_SEN_ind01.pdf;94081CK0109;1;1;35;19;16;0;35;16;D > 50m;entre 30 et 60;0;0;0;0;10 X 9;3;btiment en U;2150614.07;2150624.279;-18.34019112;-9.510196921
195;94081CM0024_01_SEN_ind01.pdf;94081CM0024;1;2;35;16;19;0;35;19;40m < D <= 50m;<30;0;0;0;0;12 X 3;2;Prsence de sablire;2150224.123;2150234.997;-21.89486077;-16.24448828
196;94081CL0076_01_SEN_ind01.pdf;94081CL0076;1;2;35;18;17;0;35;17;D > 50m;entre 60 et 90;0;0;0;0;13 X 8;3;/;2150470.92;2150481.354;-39.04310878;-25.51019566
197;94081CI0167_01_SEN_ind01.pdf;94081CI0167;1;1;35;22;13;0;35;13;Au dessus de l'axe;entre 60 et 90;0;NULL;NULL;NULL;91 X 13;5;Prsence de sablire;2150935.29;2151001.594;148.0856832;211.64718
198;94081CI0190_01_SEN_ind01.pdf;94081CI0190;1;1;35;22;13;0;35;13;Au dessus de l'axe;entre 60 et 90;0;NULL;NULL;NULL;43 X 12;5;Prsence de sablire;2150970.844;2151025.095;159.1967782;193.164952
199;94081DJ0092_01_SEN_ind01.pdf;94081DJ0092;1;1;35;17;18;0;35;18;0m < D <= 10m;<30;0;1;0;0;75 X 14;8;NULL;2151252.252;2151266.75;-14.26216056;114.1629964
200;94081CI0191_07_SEN_ind01.pdf;94081CI0191;7;1;35;17;18;0;35;18;Au dessus de l'axe;<30;0;1;0;0;60 X 30;8;/;2150051.833;2150116.949;-54.23442846;5.003204212
201;94081CK0067_01_SEN_ind01.pdf;94081CK0067;1;1;35;20;15;2;33;13;D > 50m;entre 60 et 90;1;0;0;0;16 X 7;4;NULL;2150714.646;2150732.537;18.98770231;31.50422839
202;94081DJ0090_01_SEN_ind01.pdf;94081DJ0090;1;1;35;17;18;0;NULL;non dtermin;0m < D <= 10m;<30;Non identifi (btiment ferm);0;0;0;100 X 13;7;NULL;2151266.483;2151280.776;-14.70618697;111.2468214
203;94081DJ0135_01_SEN_ind01.pdf;94081DJ0135;1;2;35;25;10;0;35;10;30m < D <= 40m;entre 60 et 90;0;0;0;0;35 X 15;8;NULL;2151313.814;2151330.655;-12.89862906;103.5606766
